Category,PP,PR,PF,TP,TR,TF,TDR
Overall,0.7106099664683193,0.6328594978552256,0.6694849097690472,0.6212706342110842,0.5798565111917829,0.5998496059944025,0.8742779633372647
Comp,0.7347930911821667,0.647830228128049,0.6885768079261706,0.6344971769801825,0.5873497815531168,0.6100138412469158,0.8635045492321874
Solo,0.6433310119854855,0.5895670283161466,0.6152767553545764,0.5843525054161717,0.558270739442497,0.5710139484062622,0.9083232341197249
