,frame_p,frame_r,frame_f1,note_p,note_r,note_f1,frameF0_p,frameF0_r,frameF0_f1,noteF0_p,noteF0_r,noteF0_f1,frame_f1_solo,frame_f1_comp,note_f1_solo,note_f1_comp,frameF0_f1_solo,frameF0_f1_comp,noteF0_f1_solo,noteF0_f1_comp
No00,0.775,0.770,0.772,0.763,0.781,0.769,0.856,0.845,0.850,0.845,0.855,0.846,0.821,0.755,0.816,0.722,0.893,0.835,0.880,0.813
