Category,PP,PR,PF,TP,TR,TF,TDR
Overall,0.6783421428733468,0.5161613284655153,0.5862418821222889,0.5730247060606717,0.4553102902465461,0.5074300615496713,0.8447428957213721
Comp,0.7032211483237886,0.4977814431073735,0.5829303625716675,0.5778059230071614,0.42823701197112096,0.49190322473293624,0.821656067062873
Solo,0.6226442819881709,0.569312418125021,0.5947852330151601,0.5622624243277489,0.5332999499248874,0.5473983586615726,0.9030235089164937
