Category,PP,PR,PF,TP,TR,TF,TDR
Overall,0.6837175024000466,0.6085376694889654,0.6439407085384454,0.6013939100294435,0.5552363092063383,0.577394104754663,0.879594142198169
Comp,0.7086092715231788,0.6226710960367978,0.662866399164106,0.6160111824131139,0.5617851224345528,0.5876498612003442,0.8693241920035534
Solo,0.615171811298777,0.5676665211111485,0.5904652097199659,0.5612141534807363,0.5363712235019196,0.5485115389867542,0.9122884748179164
