Category,PP,PR,PF,TP,TR,TF,TDR
Overall,0.6661997774281438,0.5993457790666563,0.6310069559607268,0.5801023402538332,0.544182165407842,0.5615684394613262,0.8707633354266663
Comp,0.6962151265716464,0.6258188914184826,0.6591427645140967,0.5976549496344336,0.5617503563523426,0.5791467042616997,0.8584343069037438
Solo,0.5796863942791165,0.5227906351818884,0.549770399152243,0.5291507104255395,0.49357369387414457,0.510743401962139,0.9128223736966918
