,frame_p,frame_r,frame_f1,note_p,note_r,note_f1,frameF0_p,frameF0_r,frameF0_f1,noteF0_p,noteF0_r,noteF0_f1,frame_f1_solo,frame_f1_comp,note_f1_solo,note_f1_comp,frameF0_f1_solo,frameF0_f1_comp,noteF0_f1_solo,noteF0_f1_comp
No00,0.882,0.910,0.896,0.858,0.898,0.877,0.883,0.912,0.897,0.858,0.899,0.878,0.912,0.890,0.896,0.870,0.914,0.891,0.898,0.871
