file,subset,frame_p,frame_r,frame_f1,note_p,note_r,note_f1,frame_F0_p,frame_F0_r,frame_F0_f1,note_F0_p,note_F0_r,note_F0_f1,frame_tdr,note_tdr,frame_tp,frame_fp,frame_fn,note_tp,note_fp,note_fn,frameF0_tp,frameF0_fp,frameF0_fn,noteF0_tp,noteF0_fp,noteF0_fn
04_Funk3-98-A_solo_02.npz,solo,0.6655405405405406,0.7035714285714286,0.6840277777777778,0.6521739130434783,0.6818181818181818,0.6666666666666666,0.8737201365187713,0.9142857142857143,0.893542757417103,0.8695652173913043,0.9090909090909091,0.8888888888888888,0.76953125,0.75,197,99,83,30,16,14,256,37,24,40,6,4
04_SS1-68-E_comp_02.npz,comp,0.37905962190984005,0.2529925590423811,0.30345362824990296,0.3925619834710744,0.2887537993920973,0.3327495621716287,0.872745490981964,0.5847599865726754,0.7003015075376885,0.8716814159292036,0.6194968553459119,0.7242647058823529,0.4489092996555683,0.48223350253807107,782,1281,2309,95,147,234,1742,254,1237,197,29,121
03_BN1-129-Eb_solo_00.npz,solo,0.8737864077669902,0.8571428571428571,0.8653846153846154,0.925,0.7872340425531915,0.8505747126436781,0.8823529411764706,0.8571428571428571,0.8695652173913043,0.925,0.7872340425531915,0.8505747126436781,1.0,1.0,180,26,30,37,3,10,180,24,30,37,3,10
01_Jazz1-200-B_comp_02.npz,comp,0.4213197969543147,0.18693693693693694,0.2589703588143526,0.5172413793103449,0.21428571428571427,0.30303030303030304,0.8862275449101796,0.3333333333333333,0.4844517184942717,0.9444444444444444,0.36428571428571427,0.5257731958762887,0.5608108108108109,0.5882352941176471,83,114,361,30,28,110,148,19,296,51,3,89
03_BN1-129-Eb_comp_01.npz,comp,0.8189655172413793,0.5588235294117647,0.6643356643356644,0.7789473684210526,0.524822695035461,0.6271186440677966,0.8189655172413793,0.5588235294117647,0.6643356643356644,0.7789473684210526,0.524822695035461,0.6271186440677966,1.0,1.0,380,84,300,74,21,67,380,84,300,74,21,67
01_BN3-154-E_comp_03.npz,comp,0.7795698924731183,0.43609022556390975,0.5593056894889104,0.7096774193548387,0.4024390243902439,0.5136186770428015,0.8763440860215054,0.49022556390977445,0.6287367405978785,0.8494623655913979,0.4817073170731707,0.6147859922178989,0.8895705521472392,0.8354430379746836,290,82,375,66,27,98,326,46,339,79,14,85
05_SS1-68-E_solo_00.npz,solo,0.7158836689038032,0.903954802259887,0.7990012484394506,0.7291666666666666,0.875,0.7954545454545454,0.738255033557047,0.9322033898305084,0.8239700374531835,0.75,0.9,0.8181818181818182,0.9696969696969697,0.9722222222222222,320,127,34,35,13,5,330,117,24,36,12,4
02_Rock1-90-C#_solo_02.npz,solo,0.6415094339622641,0.6463878326996197,0.6439393939393939,0.56,0.5454545454545454,0.5526315789473685,0.8313253012048193,0.7870722433460076,0.80859375,0.7746478873239436,0.7142857142857143,0.7432432432432432,0.821256038647343,0.7636363636363637,340,190,186,42,33,35,414,84,112,55,16,22
01_Jazz3-150-C_comp_00.npz,comp,0.6533333333333333,0.5212765957446809,0.5798816568047337,0.6229508196721312,0.5205479452054794,0.5671641791044776,0.7383177570093458,0.5602836879432624,0.6370967741935484,0.6896551724137931,0.547945205479452,0.6106870229007634,0.930379746835443,0.95,147,78,135,38,23,35,158,56,124,40,18,33
00_Jazz2-110-Bb_comp_02.npz,comp,0.7509615384615385,0.5845808383233533,0.6574074074074074,0.6630434782608695,0.5398230088495575,0.5951219512195122,0.8028846153846154,0.625,0.7028619528619529,0.6956521739130435,0.5663716814159292,0.624390243902439,0.9353293413173652,0.953125,781,259,555,122,62,104,835,205,501,128,56,98
