,frame_p,frame_r,frame_f1,note_p,note_r,note_f1,frameF0_p,frameF0_r,frameF0_f1,noteF0_p,noteF0_r,noteF0_f1,frame_f1_solo,frame_f1_comp,note_f1_solo,note_f1_comp,frameF0_f1_solo,frameF0_f1_comp,noteF0_f1_solo,noteF0_f1_comp
No00,0.865,0.857,0.861,0.848,0.853,0.850,0.876,0.868,0.872,0.858,0.864,0.861,0.897,0.848,0.885,0.838,0.907,0.860,0.895,0.848
