Category,PP,PR,PF,TP,TR,TF,TDR
Overall,0.7219047787266738,0.7055056402820573,0.7136110068356221,0.7103117673816438,0.6985186587065362,0.7043658538701087,0.9839410796456034
Comp,0.7474737811367685,0.7260372624634113,0.7365995934360546,0.7366157127621756,0.7203879894774657,0.7284114810670198,0.9854736465029184
Solo,0.6496892731694137,0.6461321420173994,0.6479058252917699,0.6361358016440554,0.6355199465865465,0.6358277249878926,0.9791385327031187
