file,subset,frame_tp,frame_fp,frame_fn,frameF0_tp,frameF0_fp,frameF0_fn,frame_tdr_num,frame_tdr_den,note_p,note_r,note_f1,noteF0_p,noteF0_r,noteF0_f1,note_tdr
03_Jazz1-130-D_solo_01.npz,solo,219,36,10,219,36,10,219.0,219.0,0.7924528301886793,0.9545454545454546,0.865979381443299,0.7924528301886793,0.9545454545454546,0.865979381443299,1.0
05_BN3-154-E_comp_03.npz,comp,617,50,17,617,50,17,617.0,617.0,0.9024390243902439,0.9426751592356688,0.9221183800623053,0.9024390243902439,0.9426751592356688,0.9221183800623053,1.0
00_BN1-129-Eb_solo_01.npz,solo,307,55,130,307,55,130,307.0,307.0,0.821917808219178,0.6521739130434783,0.7272727272727273,0.821917808219178,0.6521739130434783,0.7272727272727273,1.0
01_BN3-119-G_solo_00.npz,solo,282,25,21,282,25,21,282.0,282.0,0.95,0.95,0.95,0.95,0.95,0.95,1.0
05_BN1-129-Eb_solo_01.npz,solo,216,1,3,216,1,3,216.0,216.0,0.9574468085106383,1.0,0.9782608695652174,0.9574468085106383,1.0,0.9782608695652174,1.0
01_BN3-119-G_solo_01.npz,solo,310,9,11,310,9,11,310.0,310.0,0.9838709677419355,0.9838709677419355,0.9838709677419355,0.9838709677419355,0.9838709677419355,0.9838709677419355,1.0
00_BN1-129-Eb_comp_02.npz,comp,601,82,52,601,82,52,601.0,601.0,0.8551724137931035,0.9117647058823529,0.8825622775800712,0.8551724137931035,0.9117647058823529,0.8825622775800712,1.0
02_BN3-154-E_solo_00.npz,solo,188,32,5,188,32,5,188.0,188.0,0.8245614035087719,0.94,0.8785046728971962,0.8245614035087719,0.94,0.8785046728971962,1.0
00_Rock1-130-A_solo_00.npz,solo,181,73,106,181,73,106,181.0,181.0,0.78,0.639344262295082,0.7027027027027027,0.78,0.639344262295082,0.7027027027027027,1.0
00_Jazz2-110-Bb_comp_01.npz,comp,1003,156,38,1003,156,38,1003.0,1003.0,0.8160377358490566,0.9505494505494505,0.8781725888324873,0.8160377358490566,0.9505494505494505,0.8781725888324873,1.0
01_BN3-154-E_solo_03.npz,solo,279,12,28,279,12,28,279.0,279.0,0.922077922077922,0.9466666666666667,0.9342105263157895,0.922077922077922,0.9466666666666667,0.9342105263157895,1.0
04_BN3-154-E_comp_03.npz,comp,115,335,274,115,335,274,115.0,115.0,0.25,0.31868131868131866,0.28019323671497587,0.25,0.31868131868131866,0.28019323671497587,1.0
03_Jazz3-137-Eb_comp_01.npz,comp,319,54,118,319,54,118,319.0,319.0,0.7702702702702703,0.6333333333333333,0.6951219512195121,0.7702702702702703,0.6333333333333333,0.6951219512195121,1.0
00_Rock1-130-A_solo_02.npz,solo,296,18,32,296,18,32,296.0,296.0,0.9841269841269841,0.9117647058823529,0.9465648854961832,0.9841269841269841,0.9117647058823529,0.9465648854961832,1.0
00_Jazz2-110-Bb_comp_03.npz,comp,1302,68,89,1302,68,89,1302.0,1302.0,0.9567099567099567,0.9285714285714286,0.9424307036247335,0.9567099567099567,0.9285714285714286,0.9424307036247335,1.0
03_Jazz3-137-Eb_solo_02.npz,solo,163,12,11,162,12,4,163.0,162.0,0.8536585365853658,0.9459459459459459,0.8974358974358975,0.8536585365853658,0.9722222222222222,0.9090909090909091,1.0
03_Funk2-108-Eb_solo_01.npz,solo,244,25,39,244,25,29,244.0,244.0,0.7291666666666666,0.813953488372093,0.7692307692307693,0.7291666666666666,0.8333333333333334,0.7777777777777778,1.0
00_Funk1-114-Ab_solo_02.npz,solo,385,43,46,385,43,41,385.0,385.0,0.8701298701298701,0.881578947368421,0.8758169934640523,0.8701298701298701,0.8933333333333333,0.881578947368421,1.0
