Category,PP,PR,PF,TP,TR,TF,TDR
Overall,0.6931107025421631,0.6767734306896939,0.6848446472630406,0.6804544258268269,0.6672487655489221,0.6737868969231571,0.9817398913782228
Comp,0.7170298608714281,0.6997978906286298,0.7083090850307145,0.7035569860526533,0.6915553186311435,0.69750452925019,0.9812101621508471
Solo,0.6240681576144835,0.610191125592019,0.6170516304347826,0.613280312639265,0.5972291770989818,0.6051483273010181,0.9827136750311771
