Category,PP,PR,PF,TP,TR,TF,TDR
Overall,0.6932482364796775,0.6234345735912241,0.65649056157922,0.6042529082252743,0.568828174732894,0.5860056629607802,0.8716255973382313
Comp,0.7163772291877579,0.6411048645634903,0.6766541210508894,0.6150443023155507,0.5783801323428863,0.5961490223246814,0.8585480906657231
Solo,0.6276105933920219,0.5723354942729502,0.5986999297259311,0.5732923207467119,0.5413119679519279,0.5568433523927265,0.9134522692618393
