,pp,pr,pf,tp,tr,tf,tdr
0,0.9263669766105039,0.6418648711200099,0.7583093289584963,0.7740184907127232,0.5447659510551782,0.6394660201816664,0.8355419723021533
1,0.8951486423733714,0.8103653409902121,0.8506496480119231,0.8273310566076788,0.7604756242568371,0.7924958489256773,0.9242387436505707
2,0.9108015395674288,0.7523846032426095,0.8240485383342527,0.8419541267834567,0.6998641375738424,0.7643618089628345,0.9244100829949518
3,0.9214875639425779,0.7911977360465877,0.8513868536047633,0.8110228132266288,0.7089390810321042,0.7565528715907209,0.880123449259232
4,0.8939427935487925,0.765530969710478,0.8247685606876108,0.823276434203191,0.7118558475840698,0.7635226629243913,0.9209497969494572
5,0.8810179278855839,0.7768436366096878,0.825657806024757,0.7903212032072876,0.7038977722186539,0.7446101855535541,0.8970546207885172
6,0.9047942406547097,0.7563645262865974,0.8224701226036338,0.8113206874568277,0.6882997356201143,0.7435015663564742,0.8970531109908136
7,0.016105082730985005,0.05440414959083183,0.030996790061337702,0.022986229048887582,0.06729191796469657,0.048702146130982005,0.0319602559740306
