Category,PP,PR,PF,TP,TR,TF,TDR
Overall,0.6638296644643836,0.5957639626110147,0.627957752244753,0.586605382883514,0.5401648228756258,0.5624280640783916,0.8836685286681507
Comp,0.691747572815534,0.6157366538122009,0.6515326565227011,0.601415602010712,0.550439790939959,0.5747997192438947,0.8694148351874151
Solo,0.5856093013052539,0.5380067851264654,0.560799691887539,0.544929808308986,0.5105658487731597,0.5271884317747022,0.9305347560129285
