,frame_p,frame_r,frame_f1,note_p,note_r,note_f1,frameF0_p,frameF0_r,frameF0_f1,noteF0_p,noteF0_r,noteF0_f1,frame_f1_solo,frame_f1_comp,note_f1_solo,note_f1_comp,frameF0_f1_solo,frameF0_f1_comp,noteF0_f1_solo,noteF0_f1_comp
No00,0.829,0.848,0.838,0.814,0.840,0.827,0.855,0.872,0.863,0.838,0.861,0.850,0.866,0.829,0.859,0.815,0.894,0.852,0.883,0.837
